title,year,length,budget,rating,votes,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
...lipotaktis,1988,121,,8.1,14,,0,0,0,1,0,0,0
...mehri to ploio,1966,89,,7.4,91,,0,0,0,1,0,0,0
...nur ein Komdiant,1935,95,,7,5,,0,0,0,0,0,0,0
...och efter skymning kommer mrker,1947,85,,7.4,8,,0,0,0,1,0,0,0
...pour un maillot jaune,1965,20,,7.5,20,,0,0,0,0,1,0,1
...reitet fr Deutschland,1941,92,,4.6,26,,0,0,0,1,0,0,0
...sol y lluvia,1999,85,,8,8,,0,0,0,1,0,0,0
...som en tjuv om natten,1940,98,,5.8,5,,0,0,1,0,0,0,0
...som havets nakna vind,1968,105,,4.8,75,,0,0,1,1,0,1,0
...tick... tick... tick...,1970,100,,6.6,668,,1,0,0,1,0,0,0
...und abends in die Scala,1958,94,,5.1,41,,0,0,0,0,0,1,0
...und das ist die Hauptsache!?,1931,88,,6.8,6,,0,0,1,0,0,0,0
...und das ist erst der Anfang,2000,95,,5.9,89,,0,0,1,0,0,1,0
...und deine Liebe auch,1962,92,,6.3,11,,0,0,0,1,0,1,0
...und die Liebe lacht dazu,1957,97,,5.5,19,,0,0,1,0,0,0,0
...und ewig knallen die Ruber,1962,95,,3.8,21,,1,0,1,0,0,0,0
...und fhre uns nicht in Versuchung,1957,100,,7.1,11,,0,0,0,1,0,0,0
...und ich dachte, du magst mich,1987,68,,6.5,14.5,,0,0,0,1,0,0
...und nichts als die Wahrheit,1958,97,,6.8,5,,0,0,0,0,0,0,0
...und noch nicht sechzehn,1968,69,,6,22,,0,0,0,0,0,0,0
...und sowas mu um 8 ins Bett,1965,97,,4.8,56,,0,0,1,0,0,0,0
...und wer kt mich?,1956,90,,4.3,6,,0,0,1,0,0,0,0
...ya no puede caminar.,2001,14,,6.7,124,,0,0,0,0,0,0,1
.3-8,2008,18,,6.4,5,,0,0,0,0,0,0,1
0.303,2009,10,,5.9,30,,0,0,0,0,0,0,1
0.357,2005,12,,7.3,20,,0,0,0,1,0,0,1
.357 Magnum,1977,71,,5.1,17,,1,0,0,1,0,0,0
0.45,2006,101,5000000,5.7,7304,R,0,0,0,1,0,0,0
.com for Murder,2002,96,5000000,2.7,1957,,0,0,0,0,0,0,0
.hack//G.U. Trilogy,2007,93,,6,117,,1,1,0,0,0,0,0
.nijnoK,2004,12,,6.7,26,,0,0,0,0,0,0,1
/... flssiges Papier,2010,4,,6.3,9,,0,0,0,0,0,0,1
/Afk,2010,26,,8.2,15,,0,0,1,1,0,0,1
0 Feet Away,2014,10,3000,5.6,8,,0,0,0,0,0,0,1
0 shi,1972,100,,5.6,9,,1,0,0,0,0,0,0
0,1,2,3,1, 0 - Null,14.5,0,0,0,0,4.5,0,4.5
0,8,2006,11,,7.9,44.5,,0,0,0,0,1,0
0,8 Ampre geluk,2015,52,,6.5,14.5,,0,0,0,0,1,0
0.5 miri,2014,198,,7.4,140,,0,0,0,1,0,0,0
0,2004,8,,6.2,10,,0,0,1,0,0,0,1
00 - Zero Zero 3D,2011,75,2000000,5.8,13,,0,1,0,0,0,0,0
00 Schneider - Im Wendekreis der Eidechse,2013,94,,5.9,932,,0,0,1,0,0,0,0
00 Schneider - Jagd auf Nihil Baxter,1994,90,,7.2,2037,,0,0,1,0,0,0,0
00/ciak operazione mondo,1966,83,,5.1,8,,1,0,0,0,0,0,0
001-ing,2006,2,,6,5,,0,0,0,0,0,0,1
16643225059,1994,5,,5.9,17,,0,0,0,0,0,0,1
002 agenti segretissimi,1964,83,,6,76,,1,0,1,0,0,0,0
002 operazione Luna,1965,90,,5.6,69,,0,0,1,0,0,0,0
007 Stage Dedication,1977,2,,6.2,10,,0,0,0,0,1,0,1
007 in Rio,1979,13,,6.8,20,,0,0,0,0,1,0,1
8,2003,7,20000,5.2,16,,0,0,1,0,0,0,1
9,2008,23,,2.7,10,,1,0,0,0,0,0,1
009 Re: Cyborg,2012,103,,6,303,,1,1,0,0,0,0,0
009-1: The End of the Beginning,2013,82,,4.5,289,,1,0,0,1,0,0,0
009: The Reopening,2010,5,,4.8,8,,1,1,0,0,0,0,1
0:08,2015,5,,7.2,6,,0,1,0,0,0,0,1
0:10,2009,11,,7.2,76,,0,0,0,0,0,0,1
00h17,2005,8,,8.5,12,,0,0,0,0,0,0,1
Jan-99,1959,22,,8.1,57,,0,0,1,0,0,0,1
01.39411.999,2012,5,,8.5,6,,0,0,0,0,0,0,1
011 Beograd,2003,83,,5.6,37,,0,0,0,1,0,0,0
01412 pasasingeum,2000,95,,4.8,9,,1,0,0,0,0,0,0
02:06 - Anatomija bola,2001,30,,8.1,15,,0,0,0,0,1,0,0
03.ByPass,2016,93,,7.2,22,,0,0,0,1,0,0,0
36,2011,4,,6.7,100,,0,0,1,0,0,0,1
03:34 Terremoto en Chile,2011,100,1400000,5.3,150,,0,0,0,1,0,0,0
0506HK,2007,63,,6.2,6,,0,0,0,0,1,0,0
507,2010,3,,6.1,15,,0,0,1,0,0,0,1
6,1994,87,,6.3,548,,0,0,0,1,0,1,0
06 Tiros, 60Ml,2005,16,,5.6,34.5,,0,0,0,0,0,0
06-May,2004,117,,6.7,1212,,0,0,0,1,0,0,0
7,2006,7,,8.5,16,,0,0,1,0,0,0,1
07 con el 2 delante (Agente: Jaime Bonet),1966,101,,3.2,29,,0,0,1,0,0,0,0
07-y menyaet kurs,2007,91,1300000,5.6,39,,1,0,0,0,0,0,0
7:07:13,2005,7,,7.9,11,,0,0,0,0,0,0,1
Aug-15,1954,95,,6.9,307,,0,0,0,1,0,0,0
08/15 - In der Heimat,1955,96,,5.8,203,,0,0,0,1,0,0,0
08/15 - Zweiter Teil,1955,110,,6.2,223,,0,0,0,1,0,0,0
90,2014,75,,4.2,39,,0,0,0,1,0,0,0
091 Polica al habla,1960,96,,6.1,48,,0,0,0,1,0,0,0
09:55 - 11:05, Ingrid Ekman, Bergsgatan 4B,2014,15,,0,34.5,,0,0,0,1,0
0:22:43,2010,62,,4.4,8,,0,0,0,0,0,0,0
0cm4,2001,22,,6.1,17,,0,0,0,0,0,0,1
0s & 1s,2011,83,,7.8,32,,0,0,1,0,0,0,0
1,2009,91,,6.2,384,,0,0,0,0,0,0,0
1,2013,112,,8,2573,,0,0,0,0,1,0,0
1 - Nenokkadine,2014,170,10990000,8.6,34764,,1,0,0,0,0,0,0
1 0 0 (Alexandras 173, Athina),2012,61,,8.2,64.5,,0,0,0,0,1,0
1 1/2 Ritter - Auf der Suche nach der hinreienden Herzelinde,2008,115,,3.6,1928,,0,0,1,0,0,0,0
1 2 3,2003,94,,4.2,8,,0,0,1,0,0,0,0
1 Aprilie,2010,11,,8.9,8,,0,0,0,0,0,0,1
1 Berlin-Harlem,1974,100,,6.3,7,,0,0,0,1,0,0,0
1 Chance 2 Dance,2014,89,,4.7,284,,0,0,0,1,0,0,0
1 Day,2009,102,,4.6,460,,0,0,0,1,0,0,0
1 Dead Party,2013,83,,5.5,19,,0,0,1,0,0,0,0
1 Fijo,2003,13,,7,14,,0,0,1,0,0,0,1
1 Giant Leap,2002,155,,7.6,342,,0,0,0,0,1,0,0
1 Journe,2007,95,,6.3,103,,0,0,0,1,0,0,0
1 Kezban 1 Mahmut: Adana Yollarinda,2016,102,,8.7,173,,0,0,1,0,0,0,0
1 More Hit,2007,86,70000,5.7,15,,0,0,0,0,1,0,0
1 Motivo,2007,28,,6.1,9,,0,0,0,0,0,0,1
1 Out of 7,2011,90,1850000,6.6,95,,0,0,0,1,0,0,0
1 P.M.,1971,90,,6.2,140,,0,0,0,0,1,0,0
1 Phone, 2 Phone, 3 Phone,4,2006,12,4.5,4.5,14.5,,0,0,0,0
1 Stoneybatter,2008,3,,2.4,55,,0,0,0,0,0,0,1
1 Way Up: The Story of Peckham BMX,2014,71,,6.8,29,,1,1,0,0,1,0,0
1 a Minute,2010,90,,7.8,109,,0,0,0,1,1,0,0
1 and 0 nly,2008,84,,7.2,195,,0,0,0,1,0,0,0
1 chance sur 2,1998,104,32000000,5.8,1840,,1,0,1,1,0,0,0
1 ht,2004,20,,7.9,69,,0,0,0,0,0,0,1
1 in 3,2010,110,,8.8,28,,0,0,0,1,0,0,0
1 noyabrya 2008. Foto-vecherinka,2009,12,,2.5,6,,0,0,1,0,1,0,1
1 of 13,2012,5,,9.7,10,,0,0,0,1,0,0,1
1 on 1,2014,5,,6.8,6,,0,0,0,0,0,0,1
1 para 1,2013,77,50000,5.8,8,,0,0,1,1,0,0,0
1) Secret Life,2008,10,,7.8,13,,0,0,0,0,0,0,1
1+1,2010,35,,8.3,11,,0,0,0,0,0,0,1
1+1=3,1979,85,,7.2,13,,0,0,1,0,0,0,0
1+1=Zombie!!!,2004,4,,8.4,5,,0,0,1,0,0,0,1
1,2,3, Whiteout,2007,75,4.5,14.5,14.5,,0,0,0,1
1,2, 3... digan chiiiis,2004,22,,0,44.5,,0,0,0,0,0
1,000 Dollars a Minute,1935,53,,6.6,24.5,,0,0,1,0,0,0
1,000 Lux,2009,6,,3.1,4.5,,0,0,0,0,0,0
1,000 Shapes of a Female,1963,79,,5.6,14.5,,0,0,1,0,0,0
1,001 Movies You Must See (Before You Die),2014,11,3000,8.7,44.5,,0,0,0,0,0,0
1,001 Ways to Enjoy the Missionary Position,2010,83,,6,34.5,,0,0,1,1,0,0
1,48,2014,14,,7.3,14.5,,0,0,0,1,0,0
1,99 - Um Supermercado Que Vende Palavras,2003,72,,5.3,4.5,,0,0,1,0,1,0
1-0,2013,1,0,6.9,8,,0,0,1,1,0,0,1
1-100,1978,4,,6.9,11,,0,0,0,0,0,0,1
1-2-3 Corona,1948,86,,6.2,5,,0,0,0,1,0,0,0
1-2-3 Go!,1941,10,,4.9,37,,0,0,1,0,0,0,1
1-2-3-4 ou Les collants noirs,1961,125,,6.4,146,,0,0,0,1,0,0,0
1-39-C,2004,7,,4.4,5,,0,1,0,0,0,0,1
1-7=72=0,2008,11,,6.5,12,,0,0,0,0,1,0,1
1-800-Suicide,2009,10,0,5.1,7,,0,0,0,0,0,0,1
1-900,1996,98,,3.5,24,,0,0,1,1,0,0,0
1-900-Drinking-Buddy,2009,13,10500,7.9,16,,0,0,1,0,0,0,1
1. April 2000,1952,84,,6.1,137,,0,0,1,0,0,1,0
1. Mai,2008,98,,6.3,208,,0,0,0,1,0,0,0
1.21,2013,4,,8.8,16,,0,0,1,0,0,0,1
1.7 Alpha,2015,97,,6.4,23,,0,0,0,1,0,0,0
01-Feb,2007,23,,7.9,9,,0,0,1,1,0,0,1
1/2 Mensch,1986,48,,7.8,219,,0,0,0,0,1,0,0
1/3 des yeux,2004,70,,7.7,6,,0,0,0,0,1,0,0
1/3 qing ren,1992,85,,5.5,24,,0,0,0,0,0,0,0
1/4 Inch,2010,7,,4.9,21,,0,1,0,0,0,0,1
1/57: Versuch mit synthetischem Ton (Test),1957,1,,5.4,65,,0,0,0,0,0,0,1
10,1979,122,,6,12247,,0,0,1,0,0,1,0
10 +  + 1 = Making of 11,2010,6,,7.6,14,,1,0,1,0,1,0,1
10 + 2: El gran secreto,2001,85,,6.9,18,,0,1,0,0,0,0,0
10 + 4 (Dah be alaveh chahar),2007,77,,7.2,69,,0,0,0,0,1,0,0
10 1/2,2010,117,,7.2,470,,0,0,0,1,0,0,0
10 1/2 Weeks,1986,86,,6.5,22,,0,0,0,0,0,0,0
10:00 AM,2011,6,,5,9,,1,0,1,1,0,0,1
10 Again,2002,10,,6.9,23,,0,0,0,0,0,0,1
10 Attitudes,2001,87,,5.4,249,,0,0,0,1,0,0,0
10 Ave Maria,2011,16,,8.4,5,,0,0,0,1,0,0,1
10 Cent Pistol,2014,91,3500000,4.9,284,R,0,0,0,0,0,0,0
10 Cents a Minute,2001,23,8000,8,6,,0,0,0,1,0,0,1
10 Cloverfield Lane,2016,104,15000000,7.3,123792,PG-13,0,0,0,1,0,0,0
10 Crosby,2016,36,,8.4,5,,0,0,0,0,0,0,1
10 Days in Malawi,2005,51,,8.3,15,,0,0,0,0,1,0,0
10 Days in a Madhouse,2015,111,12000000,7.5,311,R,0,0,0,1,0,0,0
10 Days in a Nudist Camp,1952,61,,3.6,5,,0,0,0,0,1,0,0
10 Days of Rain,2010,20,,8,7,,0,0,0,1,0,0,1
10 Days to Die,2010,88,,4,20,,0,0,0,0,0,0,0
10 Endrathukulla,2015,144,,5.2,506,,1,0,0,0,0,0,0
10 Feet,1966,1,,4.1,15,,0,0,0,0,0,0,1
10 Grams,2015,75,,6.5,22,,0,0,0,0,0,0,0
10 Guds siffror,2013,30,,6.2,10,,0,0,0,1,0,0,1
10 Hours,2011,5,,1.9,15,,0,0,1,0,0,0,1
10 Items or Less,2006,82,,6.7,12762,R,0,0,1,1,0,0,0
10 MPH,2007,92,100000,6.8,371,,0,0,0,0,1,0,0
10 Men,2012,5,,7.6,5,,0,0,0,0,1,0,1
10 Metres,2012,86,,6.1,18,,1,0,0,1,0,0,0
10 Miles to Bisbee,2014,13,,6.5,6,,0,0,0,0,0,0,1
10 Milliarden,2015,107,,7.6,75,,0,0,0,0,1,0,0
10 Questions for the Dalai Lama,2006,86,100000,7.6,628,,0,0,0,0,1,0,0
10 Rillington Place,1971,111,,7.6,5134,,0,0,0,1,0,0,0
10 Rules for Sleeping Around,2013,94,2500000,3.7,2168,R,0,0,1,0,0,1,0
10 Seconds,1998,10,,7.4,45,,0,0,0,0,0,0,1
10 Seconds,2005,2,,5.9,110,,0,0,1,0,0,0,1
10 Sekunden,2008,90,,5.8,79,,0,0,0,1,0,0,0
10 Speed,2015,25,,7.2,6,,0,0,0,1,0,0,1
10 Things I Hate About Camping,2011,7,,6.4,59,,1,0,1,0,0,0,1
10 Things I Hate About You,1999,97,16000000,7.2,221652,PG-13,0,0,1,1,0,1,0
10 Tricks,2006,88,200000,7,21,,0,0,1,0,0,0,0
10 Ways to Shear a Sheep,2007,2,,4.5,69,,0,0,1,0,0,0,1
10 Years,2011,100,,6.1,18457,PG-13,0,0,1,1,0,1,0
10 Years Later,2010,98,,7,74,,0,0,1,1,0,0,0
10 Years Later,2012,29,100000,8.2,5,,0,0,0,1,0,0,1
10 and 2,2011,17,,8.2,5,,1,0,1,0,0,0,1
10 dni neplateni,1972,87,,6.4,7,,0,0,0,1,0,0,0
10 frases,2014,1,,7,9,,0,0,1,0,0,0,1
10 jaar leuven kort,2004,240,,7.9,47,,0,0,0,1,0,0,0
10 jours en or,2012,95,,5.3,122,,0,0,1,1,0,0,0
10 minuta,2002,10,,7.4,958,,0,0,0,1,0,0,1
10 on Ten,2004,88,,6.9,401,,0,0,0,0,1,0,0
10 pelis,2011,92,,7.3,24,,0,0,1,1,0,1,0
10 pesos,2003,6,,6.3,51,,0,0,0,0,0,0,1
10 pravidel jak sbalit holku,2014,100,,5.6,156,,0,0,1,0,0,1,0
10 regole per fare innamorare,2012,96,,4.7,309,,0,0,1,0,0,0,0
10 to Midnight,1983,101,4520000,6.3,4343,,0,0,0,1,0,0,0
10+10,2011,114,,6.5,184,,0,0,0,0,0,0,0
10,000 BC,2008,109,105000000,5.1,4.5,PG-13,1,0,0,1,0,0
10,000 Days,2014,91,2500000,2.7,4.5,,0,0,0,0,0,0
10,000 Delusions,1999,24,,4.8,14.5,,0,0,1,0,0,0
10,000 Saints,2015,113,,5.9,4.5,R,0,0,1,1,0,0
10,000 dollari per un massacro,1967,100,,6.4,4.5,,0,0,0,0,0,0
10-Speed,2001,25,,7.6,7,,0,0,1,1,0,0,1
10-eok,2009,114,,5.6,357,,0,0,0,0,0,0,0
10-y Irpenskiy Kinofestival glazami fotografa Konstantina Sergienko,2013,12,,2.2,6,,0,0,1,0,1,0,1
10. Ky Teyatora,2014,105,,3.9,62,,0,0,1,0,0,0,0
10.0 Earthquake,2014,88,,3.5,781,,1,0,0,1,0,0,0
10.000 Km,2014,99,,6.7,2748,R,0,0,1,1,0,1,0
10.000 noches en ninguna parte,2013,113,,7.3,147,,0,0,0,1,0,0,0
10.32,1966,96,,6.7,29,,0,0,0,1,0,0,0
10.7,1997,28,,6.6,9,,0,0,0,0,0,0,1
10-Oct,2011,75,20000,7.8,17,,0,0,0,1,0,0,0
10/65: Selbstverstmmelung,1965,5,,6.4,131,,0,0,0,1,0,0,1
100,1973,97,,7.6,44,,0,0,0,1,0,1,0
100 Bloody Acres,2012,91,,6,2609,,0,0,1,0,0,0,0
100 Days,1991,161,,6.5,629,,0,0,0,0,0,1,0
100 Days,2001,100,,7.5,56,,0,0,0,1,0,0,0
100 Days of Love,2015,153,,6.3,676,,0,0,1,0,0,1,0
100 Degree Celsius,2014,120,,3.9,47,,0,0,0,0,0,0,0
100 Degrees Below Zero,2013,89,,2.4,1461,,1,0,0,0,0,0,0
100 Doors,2003,53,,7,8,,0,0,0,0,1,0,0
100 Feet,2008,104,10000000,5.5,10375,R,0,0,0,0,0,0,0
100 Ghost Street: The Return of Richard Speck,2012,84,150000,4,778,,0,0,0,0,0,0,0
100 Girls,2000,90,,5.9,18450,R,0,0,1,0,0,1,0
100 Jahre Adolf Hitler - Die letzte Stunde im Fhrerbunker,1989,60,,6.1,229,,0,0,0,0,0,0,0
100 Jahre Kino,1995,2,,5.9,16,,0,1,0,0,0,0,1
100 Lives,2009,89,,8.1,14,,0,0,0,1,0,0,0
100 Meter Leeuloop,2013,92,,3.3,6,,0,0,1,0,0,0,0
100 Mile Rule,2002,98,1100000,5.8,638,R,0,0,1,0,0,0,0
100 Miles,2007,26,,7.1,12,,0,0,0,1,0,0,1
100 Miles to 40,2010,67,20000,9.2,5,,0,0,0,0,1,0,0
100 Mountains,2008,5,2500,5.9,30,,0,0,0,0,1,0,1
100 Per Cent,2005,20,,7.5,15,,0,0,0,0,0,1,1
100 Pigmies and Andy Panda,1940,7,,6,21,,0,1,1,0,0,0,1
100 Pro,2001,86,,5.9,286,,0,0,1,0,0,0,0
100 Proof,1997,94,140000,6.3,44,,0,0,0,1,0,0,0
100 Proof,2010,65,,8.5,10,,0,0,0,1,0,0,0
100 Rifles,1969,110,3920000,6,1914,,0,0,0,0,0,0,0
100 Steps,2015,14,,5.5,15,,0,0,0,0,0,0,1
100 Tears,2007,90,75000,4.1,1147,NC-17,0,0,0,0,0,0,0
100 Towels,2013,15,,4.1,8,,0,0,1,0,0,0,1
100 Voices: A Journey Home,2010,91,,7.5,24,,0,0,0,0,1,0,0
100 Years of Evil,2010,80,,4.7,141,,0,0,1,0,0,0,0
100 Yen: The Japanese Arcade Experience,2012,68,60000,6.5,117,,0,0,0,0,1,0,0
100 aos de perdn,1998,100,,7.1,127,,0,0,1,0,0,0,0
100 dessins dessous,1996,47,,7.3,6,,0,0,0,0,0,0,0
100 dragspel och en flicka,1946,90,,5.6,18,,0,0,1,0,0,0,0
100 gramm dlya khrabrosti,1977,76,,6.8,77,,0,0,1,0,0,0,0
100 kilos de plomo,2002,90,,3,5,,1,0,0,0,0,0,0
100 lat w kinie,1995,62,,6.8,36,,0,0,0,0,1,0,0
100 lira ile evlenilmez,1974,62,,6.2,144,,0,0,1,0,0,0,0
100 meter fri,1993,3,,5.1,17,,0,0,0,1,0,0,1
100 metri dal paradiso,2012,95,,5.1,49,,0,0,1,0,0,0,0
100 metros estilo libre,2013,17,,5.7,15,,0,0,0,1,0,0,1
100 minuta slave,2004,100,,6.9,263,,0,0,0,1,0,0,0
100 tona shtastie,1978,72,,6.7,7,,0,0,1,0,0,0,0
100,0,2010,54,,8.8,64.5,,0,0,0,1,1,0
100,000 Zombie Heads,2012,88,,4.5,24.5,,0,0,0,0,0,0
100-kai nakukoto,2013,116,,6.3,41,,0,0,0,1,0,1,0
100.000 dollari per Lassiter,1966,99,,4.5,11,,0,0,0,0,0,0,0
100.000 dollari per Ringo,1965,80,,5.6,42,,0,0,0,1,0,0,0
1000,2011,17,,9.6,5,,0,0,0,0,1,0,1
1000 Boomerangs,1995,101,,3.4,18,,0,0,0,1,0,0,0
1000 Cumshots,2003,1,,5.2,15,,0,0,0,0,0,0,1
1000 DM,2004,30,,8.5,13,,0,0,0,0,0,0,1
1000 Frames,1966,1,,5.4,11,,0,0,0,0,0,0,1
1000 Gramm,2011,15,,6.2,29,,0,0,0,0,0,0,1
1000 Journals,2007,88,,7.7,60,,0,0,0,0,1,0,0
1000 Meilen von Taschkent,2009,51,,6.1,9,,0,0,0,1,0,0,0
1000 Miles from Nowhere,1998,75,,2.9,7,,0,0,0,1,0,0,0
1000 Plateaus,2014,4,,5.6,10,,0,0,0,0,0,0,1
1000 Rosen,1994,95,,6.4,45,,0,0,0,1,0,0,0
1000 Tage,2006,44,,8.5,13,,0,0,0,1,0,0,1
1000 Voices,2009,8,,7.4,10,,0,1,0,0,0,0,1
1000 Words,2011,10,0,6.9,31,,0,0,0,1,0,0,1
1000 Year Sleep,2007,6,,5.7,72,,0,0,0,0,0,0,1
1000 dollari sul nero,1966,102,,6.5,182,,0,0,0,0,0,0,0
1000 dollarov v odnu storonu,1991,86,,4.7,9,,0,0,1,0,0,1,0
1000 pesos colombianos,2005,24,,4.3,12,,0,0,0,0,0,0,1
1000-nen kizami no hidokei,1987,222,,7.7,13,,0,0,0,1,1,0,0
1001 Arabian Nights,1959,75,,6.4,194,,0,1,0,0,0,0,0
1001 Gram,2014,93,,6.4,853,,0,0,0,1,0,0,0
1001 Inventions and the Library of Secrets,2010,13,,8.6,689,,0,0,0,0,1,0,1
1001 Nights,1998,23,,7.3,148,,0,1,0,0,0,0,1
1001 films,1989,8,,6.5,26,,0,0,0,0,1,0,1
1009,2013,13,,7.6,8,,0,0,0,1,0,0,1
100: Head/Heart/Feet,2014,102,,8.8,9,,0,0,0,0,1,0,0
100Volta,2009,120,,3.5,51,,1,0,1,0,0,0,0
101 Acts of Love,1971,46,,4,8,,0,0,0,0,0,0,0
101 Chodhyangal?,2013,107,,7.3,51,,0,0,0,1,0,0,0
101 Dalmatians,1996,103,54000000,5.6,74040,,0,0,1,0,0,0,0
101 Reasons: Liberty Lives in New Hampshire,2014,64,,9.4,9,,0,0,0,0,1,0,0
101 Rent Boys,2000,115,,6.4,304,,0,0,0,0,1,0,0
101 Reykjavk,2000,88,,6.9,8227,,0,0,1,0,0,1,0
101 Ways (The Things a Girl Will Do to Keep Her Volvo),2000,100,,5.7,124,,0,0,1,0,0,0,0
101 Weddings,2012,145,,5.1,99,,0,0,1,1,0,1,0
101 ci qiu hun,2013,106,,5.1,281,,0,0,0,0,0,1,0
101-y kilometr,2001,103,200000,7,30,,0,0,0,1,0,0,0
101: Modern Los Angeles Vampires,2014,78,,5,8,,0,0,0,0,0,0,0
101byeonjae propose,1993,112,,5.3,33,,0,0,1,0,0,1,0
102 Dalmatians,2000,100,85000000,4.8,26374,,0,0,1,0,0,0,0
102 PS,2009,16,,2.3,7,,0,0,0,1,0,0,1
102 piit krungthep plon,2004,115,,5.6,42,,1,0,0,0,0,0,0
1040: Christianity in the New Asia,2010,78,,8.7,9,,0,0,0,0,1,0,0
104th Street Curve, New York, Elevated Railway,1899,2,,0,4.5,,0,0,0,0,1
107 Street,2004,90,60000,5.8,13,,0,0,0,1,0,0,0
108 Rois-Dmons,2014,104,,5.8,67,,0,1,0,0,0,0,0
108 Stitches,2014,118,,7.6,75,R,0,0,1,0,0,1,0
109,2011,13,,8.3,7,,0,0,1,0,0,0,1
10:10,2000,14,,5.4,11,,0,0,0,0,0,0,1
10:10,2008,95,,8.1,50,,0,0,1,1,0,0,0
10:15,2006,10,,7.4,17,,0,0,0,0,0,0,1
10:30 A.M. Local Call,2013,169,,5.7,64,,0,0,0,0,0,0,0
10:30 Check-Out,2002,18,12000,7.9,9,,0,0,0,1,0,0,1
10:30 P.M. Summer,1966,85,,6.7,455,,0,0,0,1,0,0,0
10Terrorists,2012,94,,5.1,64,,0,0,1,0,0,0,0
10b/65: Silber - Aktion Brus,1965,2,,5.6,45,,0,0,0,1,0,0,1
10c/65: Brus wnscht euch seine Weihnachten,1965,3,,5.7,9,,0,0,0,1,0,0,1
10e chambre - Instants d'audience,2004,105,,7.7,462,,0,0,0,0,1,0,0
10i mera,2012,83,,5.8,23,,0,0,0,1,0,0,0
10ml LOVE,2010,87,,6.2,129,,0,0,1,1,0,1,0
10th & Wolf,2006,107,8000000,6.4,5553,R,0,0,0,1,0,0,0
10th Gear Jettride: 3800 Miles to a Cure,2009,57,100000,7.3,6,,0,0,0,0,1,0,0
11,2005,11,,8.9,28,,0,0,0,0,0,0,1
11,2009,9,,8.5,53,,0,0,1,0,0,0,1
11 27,2001,33,,5.8,5,,0,0,1,0,0,0,1
11 Blocks,2015,78,,3.2,90,,1,0,0,0,0,0,0
11 Freundinnen,2013,102,,6.2,12,,0,0,0,0,1,0,0
11 Harrowhouse,1974,94,,6.4,684,,0,0,1,0,0,0,0
11 Metri,2011,87,,7.5,19,,0,0,0,0,1,0,0
11 Minutes Ago,2007,83,,6.4,348,,0,0,0,0,0,1,0
11:00 PM,2008,12,0,7.5,17,,0,0,0,0,0,0,1
11 Paper Place,2014,7,,6.5,11,,0,1,0,1,0,1,1
11 Uhr 59,2000,11,,8.3,21,,0,0,0,0,0,0,1
11 Weeks,2010,30,,9.4,5,,0,0,0,1,0,0,1
11 de septiembre de 1973. El ltimo combate de Salvador Allende,1998,45,,6.9,18,,0,0,0,0,1,0,0
11 minut,2015,81,,5.8,600,,0,0,0,1,0,0,0
11 settembre 1683,2012,114,,4.1,1072,R,0,0,0,1,0,0,0
11 synantiseis me ton patera mou,2012,90,,7.1,39,,0,0,0,1,0,0,0
11 x 14,1977,81,,7.3,95,,0,0,0,1,0,0,0
11'09''01 - September 11,2002,134,,7,4882,,0,0,0,1,0,0,0
11'e 10 kala,2009,110,,7.2,960,,0,0,0,1,0,0,0
11/11/11,2011,90,,4,11046,PG-13,0,0,0,0,0,0,0
11-Minute Mile,2014,7,,5.8,8,,0,0,0,1,0,0,1
11.6,2013,102,,5.8,1568,,0,0,0,1,0,0,0
11/04/08,2010,70,,5,21,,0,0,0,0,1,0,0
111,2012,34,,7.6,9,,0,0,0,1,0,0,1
1125 jiketsu no hi: Mishima Yukio to wakamono-tachi,2012,119,,6.1,144,,0,0,0,1,0,0,0
113 Degrees,2013,21,,8.6,10,,0,0,0,0,0,1,1
114,2010,5,,9,5,,0,0,0,1,0,0,1
1150 Canyon Rd,2015,3,,7.1,20,,0,1,0,0,0,0,1
116 Muscles,2009,71,4000,8.3,6,,0,0,0,1,0,0,0
117,1999,17,,6.3,6,,0,0,0,0,0,0,1
118 dn v zajat ladu,1998,56,,9.4,5,,0,0,0,0,1,0,0
11:11,2004,95,,3.7,1167,R,0,0,0,0,0,0,0
11:11,2006,20,145000,7.2,6,,0,0,1,0,0,0,1
11:14,2003,86,6000000,7.2,38244,R,0,0,1,1,0,0,0
11:32 P.M.,2008,3,0,5.1,32,,0,0,0,1,0,0,1
11:50,2012,15,,6.9,11,,0,0,0,1,0,0,1
11:57,2014,4,,9.8,5,,0,0,0,0,0,0,1
11:58,2010,60,20000,5.6,14,,1,0,0,0,0,0,0
11:59,2005,102,,5.9,361,,0,0,0,0,0,0,0
11Eleven Project,2012,75,,8.4,5,,0,0,0,1,1,0,0
11th Hour,2004,4,,7.5,44,,0,0,0,1,0,0,1
11th. Naval District 'United States Coast Guard Band',1944,10,,5.4,19,,0,0,0,0,0,0,1
12,2004,8,,8.7,17,,0,0,0,0,0,0,1
12,2007,159,4000000,7.8,11596,PG-13,0,0,0,1,0,0,0
12,2009,17,,7.5,6,,1,0,1,1,0,0,1
12 + 1,1969,94,,6,278,,0,0,1,0,0,0,0
12 Angry Lebanese: The Documentary,2009,78,,8.7,41,,0,0,0,0,1,0,0
12 Angry Men,1957,96,350000,8.9,446671,,0,0,0,1,0,0,0
